Episode,AvgProfit,WinRate,Epsilon,Fold%,Call%,Raise%
39600,143.2,59.0,0.2705,1.7,47.9,50.4
39700,119.5,60.0,0.2696,0.0,50.8,49.2
39800,121.8,65.0,0.2688,1.8,55.3,43.0
39900,-14.7,56.0,0.2679,0.0,52.5,47.5
40000,120.5,69.0,0.2671,0.9,57.8,41.4
40100,-7.5,54.0,0.2662,0.0,60.0,40.0
40200,20.7,57.0,0.2654,0.0,51.7,48.3
40300,57.5,61.0,0.2645,1.7,50.0,48.3
40400,177.5,64.0,0.2637,1.8,50.0,48.2
40500,81.0,57.0,0.2629,0.9,51.3,47.9
40600,131.4,65.0,0.2621,0.0,58.6,41.4
40700,63.0,61.0,0.2613,0.0,56.9,43.1
40800,29.1,49.0,0.2604,0.8,52.9,46.2
40900,395.1,68.0,0.2596,0.0,52.0,48.0
41000,-49.2,54.0,0.2587,0.8,55.5,43.7
41100,216.1,63.0,0.2579,0.8,57.1,42.0
41200,116.9,59.0,0.2571,0.0,56.3,43.7
41300,-29.1,55.0,0.2562,0.8,51.6,47.6
41400,77.8,55.0,0.2555,0.0,49.5,50.5
41500,179.6,60.0,0.2547,0.0,48.7,51.3
41600,207.2,63.0,0.2539,0.8,55.5,43.7
41700,28.6,59.0,0.2530,1.6,53.2,45.2
41800,90.7,63.0,0.2522,0.8,51.6,47.5
41900,28.2,60.0,0.2514,1.6,52.5,45.9
42000,185.8,68.0,0.2506,2.6,57.3,40.2
42100,153.2,62.0,0.2498,0.9,48.7,50.4
42200,14.9,61.0,0.2490,1.7,46.7,51.7
42300,59.1,60.0,0.2482,2.5,47.9,49.6
42400,107.7,54.0,0.2474,0.8,52.1,47.1
42500,74.3,63.0,0.2466,0.8,56.3,42.9
42600,174.0,62.0,0.2458,0.8,54.5,44.6
42700,123.5,67.0,0.2451,0.9,49.6,49.6
42800,128.7,60.0,0.2444,0.0,57.3,42.7
42900,97.7,67.0,0.2436,0.0,55.7,44.3
43000,160.7,54.0,0.2428,1.6,51.6,46.9
43100,151.2,61.0,0.2420,1.6,55.7,42.6
43200,74.8,60.0,0.2412,0.8,49.6,49.6
43300,55.2,59.0,0.2405,0.9,63.1,36.0
43400,137.3,64.0,0.2397,1.7,46.2,52.1
43500,152.3,58.0,0.2390,0.8,52.9,46.2
43600,-6.0,48.0,0.2383,1.7,55.1,43.2
43700,51.6,60.0,0.2375,0.9,57.8,41.4
43800,70.5,62.0,0.2368,0.0,50.0,50.0
43900,21.6,62.0,0.2361,0.9,49.6,49.6
44000,101.2,63.0,0.2354,1.8,60.9,37.3
44100,196.9,62.0,0.2346,0.8,42.9,56.3
44200,213.6,63.0,0.2339,0.9,55.2,44.0
44300,190.3,62.0,0.2332,0.0,53.6,46.4
44400,217.8,69.0,0.2324,2.5,52.5,45.0
44500,-49.4,58.0,0.2317,0.9,58.3,40.9
44600,31.1,56.0,0.2310,1.6,50.8,47.6
44700,110.0,66.0,0.2303,0.0,52.7,47.3
44800,0.6,58.0,0.2296,4.2,52.5,43.3
44900,116.8,55.0,0.2289,1.7,54.2,44.2
45000,-52.6,51.0,0.2282,2.6,58.1,39.3
45100,87.1,57.0,0.2275,0.8,50.0,49.2
45200,212.4,67.0,0.2268,0.0,55.9,44.1
45300,51.2,63.0,0.2261,1.7,45.4,52.9
45400,147.3,63.0,0.2254,0.8,55.9,43.2
45500,108.0,57.0,0.2247,0.9,56.6,42.5
45600,75.8,59.0,0.2240,0.9,46.2,53.0
45700,138.2,58.0,0.2234,2.5,42.9,54.6
45800,170.0,71.0,0.2227,1.8,61.6,36.6
45900,-25.8,59.0,0.2220,2.4,50.0,47.6
46000,87.2,60.0,0.2213,1.7,53.0,45.3
46100,365.1,63.0,0.2206,1.6,41.4,57.0
46200,89.8,58.0,0.2199,0.8,42.9,56.3
46300,28.8,60.0,0.2192,1.6,48.4,50.0
46400,113.8,56.0,0.2186,0.9,58.7,40.4
46500,196.8,64.0,0.2180,0.0,53.0,47.0
46600,78.2,61.0,0.2173,0.9,54.5,44.6
46700,85.6,55.0,0.2166,0.8,50.0,49.2
46800,116.3,59.0,0.2159,0.8,41.3,57.9
46900,-3.9,59.0,0.2153,0.0,55.5,44.5
47000,-2.5,57.0,0.2146,0.0,45.7,54.3
47100,51.9,64.0,0.2140,1.8,58.0,40.2
47200,184.2,58.0,0.2133,1.7,48.7,49.6
47300,48.2,53.0,0.2128,0.0,59.0,41.0
47400,82.0,70.0,0.2121,0.8,47.1,52.1
47500,134.4,55.0,0.2115,0.8,56.2,43.0
47600,115.2,67.0,0.2109,0.0,47.3,52.7
47700,142.7,62.0,0.2102,0.0,55.1,44.9
47800,120.8,60.0,0.2096,0.8,52.4,46.8
47900,28.6,57.0,0.2090,0.9,46.4,52.7
48000,251.4,70.0,0.2084,0.0,52.1,47.9
48100,181.7,68.0,0.2077,0.8,47.2,52.0
48200,92.0,62.0,0.2071,0.0,43.9,56.1
48300,174.9,64.0,0.2064,0.0,55.1,44.9
48400,148.2,57.0,0.2058,0.0,58.1,41.9
48500,-14.5,51.0,0.2052,3.4,55.2,41.4
48600,45.6,58.0,0.2046,2.6,50.4,47.0
48700,1.2,60.0,0.2040,0.9,55.8,43.4
48800,88.8,67.0,0.2035,1.8,57.5,40.7
48900,49.4,54.0,0.2029,0.8,56.3,42.9
49000,183.4,68.0,0.2023,1.7,52.2,46.1
49100,-64.0,55.0,0.2017,0.0,50.9,49.1
49200,170.7,56.0,0.2011,0.0,53.4,46.6
49300,80.0,63.0,0.2005,0.9,54.0,45.1
49400,138.5,66.0,0.2000,0.9,59.1,40.0
49500,64.0,57.0,0.1994,0.9,64.0,35.1
49600,142.1,66.0,0.1989,0.9,54.8,44.3
49700,116.0,66.0,0.1982,1.6,45.6,52.8
49800,173.8,65.0,0.1977,0.8,49.6,49.6
49900,29.1,59.0,0.1970,0.8,50.8,48.4
50000,29.9,55.0,0.1965,1.8,50.0,48.2
50100,121.2,60.0,0.1959,0.8,53.8,45.4
50200,138.3,55.0,0.1953,1.6,46.9,51.6
50300,80.8,60.0,0.1947,0.0,55.0,45.0
50400,61.0,59.0,0.1941,0.0,52.5,47.5
50500,135.9,53.0,0.1935,0.0,59.3,40.7
50600,-51.0,53.0,0.1930,0.8,53.7,45.5
50700,49.2,58.0,0.1924,0.8,48.8,50.4
50800,10.2,60.0,0.1918,0.0,48.7,51.3
50900,113.8,58.0,0.1913,0.0,55.1,44.9
51000,207.5,65.0,0.1907,0.8,45.0,54.2
51100,216.6,60.0,0.1902,0.0,53.3,46.7
51200,-35.5,53.0,0.1896,0.9,54.8,44.3
51300,320.7,67.0,0.1890,1.5,46.2,52.3
51400,48.6,59.0,0.1885,2.6,56.0,41.4
51500,-12.6,56.0,0.1880,0.9,55.0,44.1
51600,83.2,55.0,0.1874,0.8,54.2,44.9
51700,88.3,59.0,0.1869,0.0,48.3,51.7
51800,154.8,59.0,0.1863,0.8,48.0,51.2
51900,109.2,60.0,0.1858,0.0,53.5,46.5
52000,189.1,66.0,0.1852,0.0,50.0,50.0
52100,80.2,54.0,0.1847,1.7,55.9,42.4
52200,74.2,56.0,0.1842,0.8,46.6,52.5
52300,-16.9,55.0,0.1836,0.8,48.4,50.8
52400,125.8,63.0,0.1831,0.0,50.4,49.6
52500,169.2,64.0,0.1826,0.9,51.8,47.4
52600,83.5,62.0,0.1821,0.0,48.3,51.7
52700,122.5,64.0,0.1816,0.9,60.5,38.6
52800,112.1,64.0,0.1810,1.7,55.6,42.7
52900,113.1,54.0,0.1805,1.7,50.4,47.9
53000,243.8,66.0,0.1800,0.8,40.9,58.3
53100,150.2,57.0,0.1794,0.8,43.2,56.0
53200,22.3,49.0,0.1789,0.0,52.9,47.1
53300,58.5,57.0,0.1784,2.5,50.8,46.7
53400,56.1,59.0,0.1779,1.7,46.1,52.2
53500,122.7,60.0,0.1774,0.0,49.2,50.8
53600,-42.2,56.0,0.1769,0.8,44.7,54.5
53700,106.5,63.0,0.1764,0.9,46.2,53.0
53800,21.1,62.0,0.1759,1.8,52.6,45.6
53900,155.4,64.0,0.1754,0.0,54.0,46.0
54000,46.9,62.0,0.1749,0.8,45.2,54.0
54100,114.2,61.0,0.1744,1.7,44.6,53.7
54200,103.8,61.0,0.1739,0.0,54.4,45.6
54300,78.2,61.0,0.1734,0.8,50.0,49.2
54400,186.6,61.0,0.1730,0.0,47.5,52.5
54500,58.0,59.0,0.1724,2.4,37.9,59.7
54600,124.2,57.0,0.1719,1.6,46.3,52.0
54700,260.4,59.0,0.1714,0.0,50.0,50.0
54800,256.1,58.0,0.1710,0.0,50.4,49.6
54900,156.4,58.0,0.1705,0.9,55.6,43.6
55000,44.6,54.0,0.1700,0.8,50.8,48.3
55100,133.3,65.0,0.1695,0.0,50.0,50.0
55200,85.2,61.0,0.1691,0.9,56.9,42.2
55300,188.2,72.0,0.1686,0.0,47.5,52.5
55400,201.2,62.0,0.1682,0.0,53.5,46.5
55500,32.1,59.0,0.1677,0.0,43.7,56.3
55600,16.5,60.0,0.1672,1.6,47.5,50.8
55700,105.2,60.0,0.1667,1.6,47.5,50.8
55800,93.7,61.0,0.1663,0.8,44.7,54.5
55900,108.5,52.0,0.1658,0.0,59.0,41.0
56000,76.1,61.0,0.1653,0.0,58.5,41.5
56100,72.1,62.0,0.1649,0.8,51.6,47.7
56200,90.0,60.0,0.1644,0.0,43.4,56.6
56300,60.0,56.0,0.1639,0.8,41.8,57.4
56400,158.4,63.0,0.1635,0.9,45.3,53.8
56500,11.8,61.0,0.1630,2.5,51.2,46.3
56600,40.0,56.0,0.1626,0.8,47.9,51.2
56700,156.8,63.0,0.1621,1.7,47.9,50.4
56800,232.7,59.0,0.1617,0.0,52.1,47.9
56900,-38.3,56.0,0.1612,0.8,48.7,50.4
57000,199.3,66.0,0.1608,0.8,56.3,42.9
57100,-36.5,60.0,0.1604,0.0,55.0,45.0
57200,-77.2,59.0,0.1599,0.0,46.4,53.6
57300,97.2,62.0,0.1595,1.6,45.1,53.3
57400,151.6,61.0,0.1590,0.8,44.6,54.6
57500,46.6,54.0,0.1586,0.0,43.4,56.6
57600,182.2,62.0,0.1581,0.0,49.2,50.8
57700,59.0,57.0,0.1577,1.6,38.9,59.5
57800,131.7,61.0,0.1572,0.0,45.5,54.5
57900,-132.4,48.0,0.1568,1.7,50.8,47.5
58000,36.9,55.0,0.1564,1.7,48.3,50.0
58100,118.7,64.0,0.1559,0.8,46.2,53.1
58200,123.3,54.0,0.1555,0.9,54.8,44.3
58300,112.4,53.0,0.1551,0.0,51.2,48.8
58400,13.8,63.0,0.1547,0.8,50.0,49.2
58500,40.5,57.0,0.1543,0.8,48.3,50.8
58600,79.0,63.0,0.1539,0.9,43.6,55.6
58700,36.8,58.0,0.1534,0.8,43.8,55.5
58800,97.8,52.0,0.1530,2.3,42.1,55.6
58900,61.3,57.0,0.1525,1.7,43.0,55.4
59000,76.2,62.0,0.1522,0.0,48.7,51.3
59100,118.5,64.0,0.1518,0.0,52.6,47.4
59200,-31.9,48.0,0.1514,1.7,51.7,46.6
59300,79.4,57.0,0.1510,0.0,51.3,48.7
59400,263.7,65.0,0.1506,0.8,35.8,63.4
59500,235.2,63.0,0.1502,0.0,47.5,52.5
59600,59.0,62.0,0.1498,0.0,47.9,52.1
59700,31.2,56.0,0.1493,0.0,44.6,55.4
59800,22.1,68.0,0.1489,0.8,44.1,55.1
59900,378.8,69.0,0.1485,0.0,44.7,55.3
60000,18.4,61.0,0.1481,0.8,48.7,50.4
60100,209.8,62.0,0.1477,3.2,43.2,53.6
60200,39.8,63.0,0.1473,0.8,47.5,51.7
60300,-13.9,58.0,0.1469,0.8,39.7,59.5
60400,127.0,64.0,0.1465,0.8,47.2,52.0
60500,177.1,64.0,0.1462,0.0,51.3,48.7
60600,138.1,65.0,0.1458,0.8,43.4,55.7
60700,-13.7,46.0,0.1454,0.8,45.8,53.4
60800,138.3,63.0,0.1450,0.0,39.0,61.0
60900,144.8,63.0,0.1446,0.0,54.8,45.2
61000,77.8,54.0,0.1443,1.6,42.6,55.7
61100,98.3,62.0,0.1439,0.0,49.2,50.8
61200,103.0,53.0,0.1435,1.8,51.8,46.5
61300,130.8,66.0,0.1431,0.0,48.4,51.6
61400,19.5,64.0,0.1428,0.0,44.0,56.0
61500,105.1,63.0,0.1424,1.6,48.0,50.4
61600,205.9,66.0,0.1420,0.0,31.5,68.5
61700,260.5,63.0,0.1416,0.0,40.7,59.3
61800,43.8,55.0,0.1413,0.0,46.7,53.3
61900,64.1,59.0,0.1409,0.0,55.0,45.0
62000,39.6,56.0,0.1406,1.7,53.9,44.3
62100,129.3,55.0,0.1402,0.0,44.4,55.6
62200,102.8,68.0,0.1398,0.0,40.0,60.0
62300,13.2,62.0,0.1395,0.0,45.8,54.2
62400,231.8,64.0,0.1391,0.0,46.7,53.3
62500,43.5,62.0,0.1388,0.9,55.2,44.0
62600,87.2,60.0,0.1384,0.8,44.3,54.9
62700,125.2,63.0,0.1380,0.0,51.3,48.7
62800,-9.8,57.0,0.1377,0.0,50.4,49.6
62900,109.0,67.0,0.1374,0.0,45.4,54.6
63000,-35.5,57.0,0.1370,0.8,50.0,49.2
63100,8.9,56.0,0.1367,0.8,50.8,48.3
63200,102.9,59.0,0.1363,1.6,43.7,54.8
63300,112.3,57.0,0.1359,0.0,44.0,56.0
63400,57.6,59.0,0.1356,1.7,50.4,47.8
63500,39.6,60.0,0.1353,1.8,51.8,46.4
63600,0.6,58.0,0.1350,0.8,48.8,50.4
63700,86.0,63.0,0.1346,0.8,46.7,52.5
63800,310.5,64.0,0.1343,0.8,44.6,54.5
63900,223.8,69.0,0.1339,0.8,52.5,46.7
64000,131.3,62.0,0.1336,0.0,47.9,52.1
64100,-19.9,59.0,0.1333,0.0,48.7,51.3
64200,-28.9,50.0,0.1330,0.8,49.6,49.6
64300,26.3,65.0,0.1327,0.0,49.1,50.9
64400,72.2,55.0,0.1323,0.8,47.9,51.3
64500,214.2,67.0,0.1320,0.8,42.5,56.7
64600,74.3,57.0,0.1317,0.0,46.6,53.4
64700,69.8,64.0,0.1313,0.0,44.4,55.6
64800,20.6,60.0,0.1310,0.9,43.5,55.7
64900,82.2,67.0,0.1307,1.6,37.9,60.5
65000,190.7,59.0,0.1303,0.0,49.6,50.4
65100,-23.6,65.0,0.1300,0.8,45.5,53.7
65200,9.7,54.0,0.1297,0.8,49.2,50.0
65300,141.8,66.0,0.1294,0.0,47.8,52.2
65400,171.3,62.0,0.1291,0.8,45.8,53.4
65500,47.0,59.0,0.1287,1.6,38.6,59.8
65600,216.5,70.0,0.1284,0.0,46.7,53.3
65700,100.0,63.0,0.1281,0.9,50.9,48.3
65800,176.1,64.0,0.1278,0.0,47.1,52.9
65900,288.0,71.0,0.1275,0.0,44.8,55.2
66000,170.3,57.0,0.1272,0.0,48.4,51.6
66100,-7.3,60.0,0.1269,0.8,35.8,63.3
66200,117.8,65.0,0.1265,0.0,45.2,54.8
66300,19.7,60.0,0.1262,0.9,42.1,57.0
66400,140.7,63.0,0.1259,0.0,46.3,53.7
66500,100.3,62.0,0.1256,0.0,42.1,57.9
66600,-55.0,51.0,0.1253,3.1,44.1,52.8
66700,128.7,54.0,0.1250,0.0,44.8,55.2
66800,102.5,61.0,0.1247,1.7,50.0,48.3
66900,215.3,63.0,0.1244,0.9,47.0,52.1
67000,68.1,64.0,0.1241,0.8,40.2,59.0
67100,128.3,60.0,0.1239,1.7,50.0,48.3
67200,52.8,61.0,0.1236,2.5,42.9,54.6
67300,154.2,65.0,0.1233,0.0,47.9,52.1
67400,-20.8,59.0,0.1230,0.0,46.0,54.0
67500,80.0,60.0,0.1227,0.9,48.3,50.9
67600,264.2,64.0,0.1224,0.8,40.6,58.6
67700,218.9,71.0,0.1221,0.0,47.4,52.6
67800,-59.1,58.0,0.1218,4.3,43.6,52.1
67900,187.2,70.0,0.1215,0.0,38.0,62.0
68000,48.6,61.0,0.1212,0.8,42.1,57.0
68100,221.9,65.0,0.1209,2.2,37.3,60.4
68200,71.0,60.0,0.1207,0.0,56.5,43.5
68300,157.8,60.0,0.1204,1.7,43.2,55.1
68400,374.1,67.0,0.1201,0.7,39.0,60.3
68500,65.8,63.0,0.1198,0.8,36.4,62.8
68600,-30.5,53.0,0.1195,0.8,53.8,45.4
68700,-14.2,60.0,0.1192,1.5,38.8,59.7
68800,-53.5,61.0,0.1189,0.9,45.7,53.4
68900,-11.9,62.0,0.1187,0.8,46.0,53.2
69000,209.4,68.0,0.1184,0.8,40.6,58.6
69100,69.3,61.0,0.1181,0.8,42.7,56.5
69200,75.7,58.0,0.1178,0.8,45.8,53.3
69300,95.5,61.0,0.1175,1.7,45.8,52.5
69400,3.4,61.0,0.1173,0.0,48.7,51.3
69500,45.0,61.0,0.1170,0.0,45.5,54.5
69600,77.3,61.0,0.1167,0.0,39.3,60.7
69700,41.9,56.0,0.1165,0.0,41.9,58.1
69800,114.4,65.0,0.1162,0.0,57.7,42.3
69900,270.5,66.0,0.1160,0.0,41.5,58.5
70000,225.2,73.0,0.1157,0.0,40.5,59.5
70100,149.5,63.0,0.1154,2.4,44.8,52.8
70200,133.6,66.0,0.1152,3.3,45.9,50.8
70300,120.0,62.0,0.1149,0.0,48.4,51.6
70400,183.1,57.0,0.1146,0.8,39.4,59.8
70500,61.0,62.0,0.1144,0.8,50.0,49.2
70600,-7.4,57.0,0.1141,0.0,38.7,61.3
70700,152.8,59.0,0.1138,0.8,47.2,52.0
70800,167.9,62.0,0.1136,0.0,40.5,59.5
70900,185.9,58.0,0.1133,1.6,40.6,57.8
71000,145.3,56.0,0.1130,0.0,44.5,55.5
71100,24.4,60.0,0.1128,1.6,42.3,56.1
71200,26.0,58.0,0.1125,1.7,43.2,55.1
71300,-61.9,55.0,0.1123,1.6,35.4,63.0
71400,223.4,62.0,0.1120,0.8,45.1,54.1
71500,63.0,59.0,0.1118,1.7,42.4,55.9
71600,28.9,64.0,0.1115,0.0,33.3,66.7
71700,94.5,68.0,0.1113,0.9,38.5,60.7
71800,112.5,64.0,0.1110,0.8,38.7,60.5
71900,21.1,58.0,0.1108,1.6,43.3,55.1
72000,93.0,53.0,0.1105,0.0,41.2,58.8
72100,120.0,67.0,0.1103,1.7,46.6,51.7
72200,22.1,54.0,0.1100,0.8,46.2,53.1
72300,200.5,55.0,0.1098,0.8,44.9,54.3
72400,139.2,60.0,0.1095,0.8,49.6,49.6
72500,73.2,64.0,0.1093,0.9,54.9,44.2
72600,76.5,66.0,0.1090,1.6,42.4,56.0
72700,193.3,67.0,0.1088,0.8,45.1,54.1
72800,-52.1,60.0,0.1086,0.0,47.6,52.4
72900,147.2,58.0,0.1083,0.9,43.6,55.6
73000,94.0,60.0,0.1081,0.0,42.0,58.0
73100,109.5,67.0,0.1079,2.4,39.2,58.4
73200,45.1,64.0,0.1076,0.8,44.4,54.8
73300,151.6,61.0,0.1074,0.8,54.6,44.5
73400,108.2,64.0,0.1072,0.8,42.4,56.8
73500,242.4,63.0,0.1069,1.7,45.8,52.5
73600,176.2,63.0,0.1067,0.0,39.5,60.5
73700,25.7,62.0,0.1065,0.8,39.8,59.4
73800,72.0,68.0,0.1062,0.0,49.1,50.9
73900,-135.1,58.0,0.1060,0.8,40.2,59.0
74000,94.6,64.0,0.1058,0.0,42.3,57.7
74100,110.0,55.0,0.1056,0.0,44.3,55.7
74200,229.2,59.0,0.1053,0.0,40.5,59.5
74300,89.5,68.0,0.1051,0.8,39.8,59.3
74400,46.1,59.0,0.1049,0.8,33.9,65.3
74500,82.7,60.0,0.1047,0.0,53.4,46.6
74600,180.6,69.0,0.1044,0.8,43.2,55.9
74700,32.8,55.0,0.1042,0.8,46.3,52.8
74800,99.2,66.0,0.1040,0.8,39.2,60.0
74900,143.9,67.0,0.1038,0.0,43.9,56.1
75000,62.4,68.0,0.1036,0.8,42.4,56.8
75100,114.8,57.0,0.1033,0.8,48.8,50.4
75200,151.7,68.0,0.1031,1.6,33.6,64.8
75300,305.2,67.0,0.1029,1.5,41.5,56.9
75400,165.4,62.0,0.1027,0.0,45.7,54.3
75500,37.0,61.0,0.1025,0.8,44.8,54.4
75600,149.4,58.0,0.1023,0.8,37.3,61.9
75700,-15.9,56.0,0.1021,0.0,46.6,53.4
75800,208.8,61.0,0.1018,0.0,47.9,52.1
75900,156.8,63.0,0.1016,1.6,42.7,55.6
76000,155.0,66.0,0.1014,0.0,45.2,54.8
76100,23.0,63.0,0.1012,0.9,47.3,51.8
76200,105.5,65.0,0.1010,0.8,36.6,62.6
76300,-10.0,51.0,0.1008,0.0,49.6,50.4
76400,234.8,64.0,0.1006,0.8,36.1,63.1
76500,190.2,64.0,0.1004,0.8,36.7,62.5
76600,76.0,66.0,0.1002,0.8,41.3,57.9
76700,72.8,59.0,0.1000,1.7,39.2,59.2
76800,105.2,58.0,0.0998,0.8,40.6,58.6
76900,89.3,55.0,0.0996,1.6,38.9,59.5
77000,50.5,62.0,0.0994,0.0,34.2,65.8
77100,23.9,63.0,0.0992,0.0,35.9,64.1
77200,191.9,59.0,0.0990,1.6,50.0,48.4
77300,189.4,66.0,0.0988,0.0,47.5,52.5
77400,108.5,64.0,0.0986,0.8,38.7,60.5
77500,94.0,57.0,0.0983,1.4,34.5,64.0
77600,111.0,70.0,0.0982,0.0,33.6,66.4
77700,142.6,66.0,0.0980,0.8,42.1,57.1
77800,83.8,60.0,0.0978,0.8,44.4,54.8
77900,231.1,67.0,0.0976,0.8,45.5,53.7
78000,201.6,66.0,0.0974,0.8,42.3,56.9
78100,11.3,55.0,0.0972,0.8,45.5,53.7
78200,172.2,71.0,0.0970,0.8,40.7,58.5
78300,165.4,67.0,0.0968,0.8,40.3,58.8
78400,36.5,61.0,0.0966,0.8,34.4,64.9
78500,194.2,71.0,0.0964,0.0,43.1,56.9
78600,10.3,60.0,0.0962,0.0,37.0,63.0
